segment_name,time_second,bitrate_kbps,resolution
ai_seg_33_720p.mp4,0,732.66,720p
ai_seg_33_720p.mp4,0,1325.94,720p
ai_seg_33_1080p.mp4,1,1657.66,1080p
ai_seg_33_1080p.mp4,1,2932.34,1080p
ai_seg_33_360p.mp4,1,351.42,360p
ai_seg_33_360p.mp4,1,641.3,360p
ai_seg_33_480p.mp4,1,517.97,480p
ai_seg_33_480p.mp4,1,953.93,480p
ai_seg_33_720p.mp4,1,907.61,720p
ai_seg_33_720p.mp4,1,1655.29,720p
ai_seg_34_1080p.mp4,0,1543.04,1080p
ai_seg_34_1080p.mp4,0,2626.01,1080p
ai_seg_34_360p.mp4,0,259.22,360p
ai_seg_34_360p.mp4,0,513.44,360p
ai_seg_34_480p.mp4,0,415.47,480p
ai_seg_34_480p.mp4,0,809.62,480p
ai_seg_34_720p.mp4,0,755.25,720p
ai_seg_34_720p.mp4,0,1403.02,720p
ai_seg_34_1080p.mp4,1,1175.22,1080p
ai_seg_34_1080p.mp4,1,2045.71,1080p
ai_seg_34_360p.mp4,1,224.78,360p
ai_seg_34_360p.mp4,1,418.27,360p
ai_seg_34_480p.mp4,1,348.24,480p
ai_seg_34_480p.mp4,1,631.94,480p
ai_seg_34_720p.mp4,1,641.77,720p
ai_seg_34_720p.mp4,1,1099.39,720p
ai_seg_35_1080p.mp4,0,1139.4,1080p
ai_seg_35_1080p.mp4,0,2396.75,1080p
ai_seg_35_360p.mp4,0,210.64,360p
ai_seg_35_360p.mp4,0,422.88,360p
ai_seg_35_480p.mp4,0,346.93,480p
ai_seg_35_480p.mp4,0,671.51,480p
ai_seg_35_720p.mp4,0,628.02,720p
ai_seg_35_720p.mp4,0,1370.82,720p
ai_seg_35_1080p.mp4,1,974.9,1080p
ai_seg_35_1080p.mp4,1,1947.44,1080p
ai_seg_35_360p.mp4,1,185.43,360p
ai_seg_35_360p.mp4,1,360.46,360p
ai_seg_35_480p.mp4,1,306.3,480p
